,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,ContinentName,cluster_final
2027,S,M,40000.0,0.0,0.0,Partial High School,Clerical,North America,1.0
2028,S,M,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2029,S,F,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2030,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2031,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2032,M,M,70000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2033,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2034,S,F,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
2035,M,F,30000.0,3.0,0.0,Partial College,Clerical,Asia,0.0
2036,S,F,30000.0,3.0,0.0,Partial College,Clerical,Asia,0.0
2037,M,M,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2038,M,M,40000.0,2.0,0.0,Bachelors,Management,Asia,0.0
2039,S,F,20000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2040,M,M,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2041,M,M,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2042,M,F,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2043,M,F,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2044,M,F,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2045,M,F,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2046,M,M,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
2047,M,M,40000.0,2.0,0.0,Partial College,Clerical,Asia,0.0
2048,M,F,40000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
2049,M,F,40000.0,3.0,0.0,Partial College,Skilled Manual,Asia,0.0
2050,M,M,40000.0,3.0,0.0,Partial College,Skilled Manual,Asia,0.0
2051,S,M,80000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
2052,S,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2053,S,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2054,M,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2055,S,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2056,S,F,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2057,S,F,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2058,M,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2059,M,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2060,M,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2061,S,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2062,S,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2063,S,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2064,S,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2065,S,F,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2066,S,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2067,S,F,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2068,S,F,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2069,M,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2070,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2071,M,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2072,S,F,70000.0,0.0,0.0,Partial College,Professional,North America,0.0
2073,M,F,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
2074,M,F,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
2075,M,M,80000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
2076,S,M,80000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
2077,S,M,70000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
2078,S,F,70000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
2079,S,M,80000.0,2.0,0.0,High School,Professional,Asia,0.0
2080,S,F,80000.0,2.0,0.0,High School,Professional,Asia,0.0
2081,S,F,80000.0,2.0,0.0,High School,Professional,Asia,0.0
2082,S,M,130000.0,0.0,1.0,Graduate Degree,Management,Asia,0.0
2083,S,F,70000.0,0.0,0.0,Partial College,Professional,North America,0.0
2084,S,M,30000.0,0.0,0.0,High School,Professional,North America,0.0
2085,S,M,30000.0,0.0,0.0,Partial High School,Skilled Manual,North America,1.0
2086,S,M,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
2087,S,M,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
2088,S,F,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
2089,M,F,120000.0,1.0,2.0,Bachelors,Management,Asia,0.0
2090,S,M,130000.0,0.0,1.0,Graduate Degree,Management,Asia,0.0
2091,S,F,130000.0,0.0,1.0,Graduate Degree,Management,Asia,0.0
2092,M,M,130000.0,0.0,1.0,Graduate Degree,Management,North America,0.0
2093,S,F,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
2094,M,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2095,S,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2096,M,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2097,M,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2098,M,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2099,M,M,70000.0,3.0,2.0,Partial College,Professional,North America,0.0
2100,M,M,80000.0,2.0,1.0,Bachelors,Management,North America,0.0
2101,S,M,90000.0,2.0,0.0,Partial College,Professional,North America,0.0
2102,S,F,90000.0,2.0,0.0,Partial College,Professional,North America,0.0
2103,S,M,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2104,S,M,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2105,M,F,60000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2106,M,F,60000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2107,M,F,60000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2108,M,M,60000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2109,M,F,60000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2110,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,Asia,0.0
2111,S,F,60000.0,1.0,0.0,Partial College,Skilled Manual,Asia,0.0
2112,S,F,60000.0,1.0,0.0,Partial College,Skilled Manual,Asia,0.0
2113,S,M,100000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2114,S,F,100000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2115,S,M,110000.0,0.0,0.0,Graduate Degree,Management,Asia,0.0
2116,S,M,110000.0,0.0,0.0,Graduate Degree,Management,Asia,0.0
2117,S,F,110000.0,0.0,0.0,Graduate Degree,Management,Asia,0.0
2118,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,Asia,0.0
2119,S,F,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2120,M,M,80000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
2121,M,F,80000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
2122,M,F,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2123,S,F,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2124,S,M,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2125,S,M,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2126,S,F,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2127,S,M,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2128,S,F,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2129,S,F,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
2130,M,M,90000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2131,M,F,90000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2132,S,M,90000.0,1.0,0.0,Bachelors,Professional,Asia,0.0
2133,S,M,100000.0,5.0,0.0,Bachelors,Professional,Asia,3.0
2134,S,F,50000.0,1.0,0.0,Graduate Degree,Management,Asia,0.0
2135,S,M,80000.0,1.0,0.0,Partial College,Skilled Manual,Asia,0.0
2136,M,F,30000.0,2.0,0.0,Partial College,Clerical,Asia,0.0
2137,M,F,70000.0,5.0,4.0,Partial College,Skilled Manual,Asia,4.0
2138,M,F,70000.0,5.0,4.0,Partial College,Skilled Manual,Asia,4.0
2139,S,F,70000.0,1.0,0.0,Partial College,Skilled Manual,Asia,0.0
2140,M,F,40000.0,2.0,0.0,Bachelors,Management,Asia,0.0
2141,M,M,40000.0,2.0,0.0,Bachelors,Management,Asia,0.0
2142,M,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2143,M,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2144,S,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2145,M,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2146,S,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2147,M,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2148,M,M,30000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2149,M,F,10000.0,5.0,0.0,High School,Skilled Manual,Asia,0.0
2150,S,F,30000.0,2.0,0.0,Partial College,Clerical,Asia,0.0
2151,S,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2152,M,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2153,S,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2154,M,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2155,M,M,60000.0,2.0,0.0,Graduate Degree,Management,Asia,2.0
2156,M,M,30000.0,2.0,0.0,Partial College,Clerical,Asia,0.0
2157,M,F,30000.0,2.0,0.0,Partial College,Clerical,Asia,0.0
2158,M,F,40000.0,2.0,0.0,Bachelors,Management,Asia,0.0
2159,M,M,40000.0,2.0,0.0,Bachelors,Management,Asia,0.0
2160,M,M,70000.0,2.0,0.0,Graduate Degree,Management,Asia,2.0
2161,M,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
2162,S,F,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2163,M,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2164,S,F,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2165,S,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2166,M,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2167,S,M,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2168,S,F,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2169,S,M,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
2170,S,M,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
2171,S,F,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
2172,S,F,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
2173,M,M,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
2174,S,F,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
2175,M,M,90000.0,4.0,4.0,Bachelors,Management,North America,0.0
2176,S,M,130000.0,0.0,0.0,Graduate Degree,Management,North America,0.0
2177,S,F,70000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
2178,S,F,80000.0,4.0,3.0,Bachelors,Management,North America,0.0
2179,M,M,80000.0,5.0,0.0,Bachelors,Management,North America,3.0
2180,M,F,80000.0,5.0,0.0,Bachelors,Management,North America,3.0
2181,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2182,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2183,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2184,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2185,M,M,100000.0,2.0,3.0,Graduate Degree,Management,North America,0.0
2186,M,M,110000.0,2.0,4.0,Graduate Degree,Management,North America,0.0
2187,M,M,110000.0,2.0,4.0,Graduate Degree,Management,North America,0.0
2188,M,M,120000.0,2.0,4.0,Graduate Degree,Management,North America,0.0
2189,S,F,120000.0,2.0,4.0,Graduate Degree,Management,North America,0.0
2190,S,M,120000.0,2.0,4.0,Graduate Degree,Management,North America,0.0
2191,M,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2192,M,M,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2193,M,M,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2194,M,M,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2195,M,M,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2196,M,F,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2197,M,F,120000.0,2.0,4.0,Graduate Degree,Management,North America,0.0
2198,M,F,120000.0,2.0,4.0,Bachelors,Management,North America,0.0
2199,S,M,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2200,M,F,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2201,S,M,70000.0,4.0,0.0,Bachelors,Management,North America,2.0
2202,S,F,70000.0,4.0,0.0,Bachelors,Management,North America,2.0
2203,S,F,70000.0,4.0,0.0,Bachelors,Management,North America,2.0
2204,S,F,70000.0,4.0,0.0,Bachelors,Management,North America,2.0
2205,M,M,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
2206,S,F,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
2207,M,M,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
2208,S,F,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
2209,M,F,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2210,M,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2211,M,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2212,M,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2213,M,F,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2214,M,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2215,M,F,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2216,M,F,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2217,S,M,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2218,M,F,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2219,M,M,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2220,M,F,70000.0,3.0,1.0,Bachelors,Management,North America,0.0
2221,M,F,70000.0,3.0,1.0,Bachelors,Management,North America,0.0
2222,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2223,S,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2224,M,F,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2225,M,M,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2226,M,F,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2227,M,M,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2228,M,M,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2229,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2230,M,F,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2231,M,F,40000.0,2.0,1.0,High School,Professional,North America,0.0
2232,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2233,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2234,S,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2235,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2236,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2237,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2238,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2239,M,M,40000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
2240,M,M,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
2241,M,F,40000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
2242,S,M,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
2243,S,F,70000.0,2.0,1.0,High School,Professional,North America,0.0
2244,M,M,70000.0,2.0,1.0,High School,Professional,North America,0.0
2245,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2246,M,F,60000.0,3.0,1.0,High School,Professional,North America,0.0
2247,M,M,60000.0,3.0,1.0,High School,Professional,North America,0.0
2248,M,F,60000.0,3.0,1.0,High School,Professional,North America,0.0
2249,M,M,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
2250,M,F,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
2251,M,M,130000.0,2.0,3.0,Partial College,Professional,Europe,0.0
2252,M,F,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2253,M,F,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2254,M,F,150000.0,1.0,3.0,Partial College,Professional,Europe,0.0
2255,M,M,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2256,S,F,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2257,M,M,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2258,M,F,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2259,M,M,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2260,M,M,130000.0,3.0,4.0,Partial College,Professional,Europe,0.0
2261,M,F,130000.0,3.0,4.0,Partial College,Professional,Europe,0.0
2262,M,M,150000.0,2.0,3.0,High School,Professional,Europe,0.0
2263,S,F,110000.0,2.0,4.0,Partial College,Professional,Europe,0.0
2264,M,F,120000.0,3.0,4.0,High School,Professional,Europe,0.0
2265,S,M,120000.0,3.0,4.0,High School,Professional,Europe,0.0
2266,M,M,70000.0,3.0,0.0,Partial College,Professional,North America,0.0
2267,M,M,30000.0,4.0,0.0,High School,Professional,North America,0.0
2268,M,F,40000.0,3.0,0.0,Partial College,Professional,North America,0.0
2269,S,F,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
2270,S,M,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
2271,M,M,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
2272,S,F,90000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
2273,S,F,110000.0,1.0,2.0,Graduate Degree,Management,North America,0.0
2274,S,M,90000.0,4.0,4.0,Partial College,Professional,North America,0.0
2275,M,M,100000.0,3.0,1.0,Bachelors,Management,North America,0.0
2276,M,F,100000.0,3.0,1.0,Bachelors,Management,North America,0.0
2277,S,M,100000.0,4.0,1.0,Partial College,Professional,North America,0.0
2278,S,M,110000.0,2.0,2.0,Bachelors,Management,North America,0.0
2279,M,F,130000.0,1.0,1.0,Graduate Degree,Management,North America,0.0
2280,M,F,90000.0,5.0,5.0,Partial College,Professional,North America,4.0
2281,M,M,110000.0,4.0,2.0,Bachelors,Management,North America,0.0
2282,M,F,120000.0,4.0,2.0,Partial College,Professional,North America,0.0
2283,M,M,80000.0,3.0,0.0,Partial College,Professional,North America,0.0
2284,M,F,80000.0,3.0,0.0,Partial College,Professional,North America,0.0
2285,M,F,80000.0,4.0,3.0,Partial College,Professional,North America,0.0
2286,S,F,90000.0,0.0,0.0,Partial College,Professional,North America,0.0
2287,S,M,110000.0,4.0,2.0,Bachelors,Management,North America,0.0
2288,M,M,120000.0,4.0,3.0,Partial College,Professional,North America,0.0
2289,M,F,70000.0,5.0,4.0,Partial College,Professional,North America,4.0
2290,M,M,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
2291,M,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
2292,S,F,90000.0,5.0,4.0,Partial College,Professional,North America,4.0
2293,M,F,110000.0,1.0,3.0,Bachelors,Management,North America,0.0
2294,M,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
2295,M,F,90000.0,4.0,3.0,High School,Professional,North America,0.0
2296,M,M,110000.0,1.0,3.0,Bachelors,Management,North America,0.0
2297,M,M,110000.0,1.0,3.0,Partial College,Professional,North America,0.0
2298,M,F,130000.0,1.0,3.0,Bachelors,Management,North America,0.0
2299,M,F,130000.0,1.0,3.0,Bachelors,Management,North America,0.0
2300,M,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2301,S,F,60000.0,2.0,0.0,High School,Professional,North America,0.0
2302,S,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2303,M,M,70000.0,4.0,3.0,High School,Professional,North America,0.0
2304,S,F,70000.0,4.0,3.0,High School,Professional,North America,0.0
2305,M,M,70000.0,4.0,3.0,High School,Professional,North America,0.0
2306,M,F,70000.0,4.0,3.0,High School,Professional,North America,0.0
2307,M,F,100000.0,2.0,2.0,Graduate Degree,Management,North America,0.0
2308,M,F,60000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
2309,M,F,90000.0,4.0,0.0,Bachelors,Management,North America,2.0
2310,M,M,100000.0,0.0,3.0,Partial College,Professional,North America,0.0
2311,M,F,100000.0,0.0,3.0,Partial College,Professional,North America,0.0
2312,M,F,110000.0,3.0,3.0,Partial College,Professional,North America,0.0
2313,M,F,120000.0,1.0,3.0,High School,Professional,North America,0.0
2314,M,M,120000.0,1.0,3.0,High School,Professional,North America,0.0
2315,M,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
2316,M,M,80000.0,3.0,0.0,Partial High School,Skilled Manual,North America,0.0
2317,S,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
2318,M,F,60000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
2319,S,M,70000.0,3.0,1.0,High School,Professional,North America,0.0
2320,S,F,70000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
2321,S,F,70000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
2322,S,F,70000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
2323,M,M,70000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
2324,M,F,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2325,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2326,M,M,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2327,M,F,170000.0,1.0,1.0,Graduate Degree,Management,North America,0.0
2328,S,M,80000.0,4.0,0.0,Graduate Degree,Management,North America,2.0
2329,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2330,M,F,100000.0,2.0,3.0,Graduate Degree,Management,North America,0.0
2331,M,F,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2332,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2333,M,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2334,M,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2335,S,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2336,M,F,100000.0,2.0,3.0,Graduate Degree,Management,North America,0.0
2337,M,F,80000.0,5.0,0.0,Bachelors,Management,North America,3.0
2338,S,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2339,S,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2340,M,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2341,M,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2342,S,M,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2343,M,F,90000.0,5.0,0.0,Bachelors,Management,North America,3.0
2344,M,F,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2345,M,M,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2346,S,M,110000.0,2.0,4.0,Bachelors,Management,North America,0.0
2347,M,F,120000.0,2.0,4.0,Bachelors,Management,North America,0.0
2348,M,M,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2349,M,F,130000.0,2.0,3.0,Bachelors,Management,North America,0.0
2350,M,M,170000.0,2.0,3.0,Graduate Degree,Management,North America,0.0
2351,S,F,70000.0,4.0,0.0,Bachelors,Management,North America,2.0
2352,S,M,70000.0,4.0,0.0,Bachelors,Management,North America,2.0
2353,S,F,60000.0,4.0,0.0,Graduate Degree,Management,North America,2.0
2354,M,M,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
2355,M,M,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
2356,M,F,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2357,S,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2358,M,F,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2359,M,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
2360,M,F,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2361,M,M,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2362,S,F,60000.0,5.0,0.0,Bachelors,Management,North America,3.0
2363,M,F,70000.0,3.0,1.0,Bachelors,Management,North America,0.0
2364,S,F,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2365,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2366,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2367,M,F,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2368,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2369,M,F,80000.0,5.0,0.0,Bachelors,Management,North America,3.0
2370,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2371,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2372,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2373,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2374,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2375,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2376,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2377,M,M,70000.0,4.0,1.0,Bachelors,Management,North America,0.0
2378,M,F,70000.0,4.0,1.0,Partial College,Professional,North America,0.0
2379,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2380,M,F,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
2381,M,F,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
2382,M,M,70000.0,5.0,1.0,Partial College,Professional,North America,0.0
2383,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2384,S,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2385,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2386,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2387,M,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2388,S,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2389,M,F,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
2390,M,F,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
2391,M,F,40000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
2392,M,M,70000.0,2.0,1.0,High School,Professional,North America,0.0
2393,M,M,70000.0,2.0,1.0,High School,Professional,North America,0.0
2394,S,M,70000.0,2.0,1.0,High School,Professional,North America,0.0
2395,M,M,70000.0,2.0,1.0,High School,Professional,North America,0.0
2396,M,M,70000.0,2.0,1.0,High School,Professional,North America,0.0
2397,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2398,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2399,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2400,M,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
2401,S,F,60000.0,3.0,1.0,High School,Professional,North America,0.0
2402,M,M,60000.0,3.0,1.0,High School,Professional,North America,0.0
